CREATOR DATABASE — SPECIFIC GMV STRATEGY ANALYSIS
Generated: 29/08/2026 10:46:20 WIB
Timezone for daily reporting: Indonesia/WIB (Asia/Jakarta)
Functional strategy change (STRATEGY_CHANGE_TIME): 26/08/2026 12:45:35 WIB / 2026-08-26T05:45:35.507Z
Durable evidence: GMV_ALL_DISABLED_BY_STRATEGY event at 05:45:35.507 UTC, followed by the first specific-GMV partition start at 05:46:05.959 UTC. Migration seeds (21,800) were materialized earlier at 05:06:28.942 UTC; 5,456 GMV-All partitions are retained disabled history.
Scope: read-only snapshot; main page metrics use COMMITTED receipts so uncommitted/staged pages do not inflate discovery results. Marketplace attempt outcomes are event-derived (success + throttle + error).

============================================================
EXECUTIVE SUMMARY
============================================================
Post-change committed window: 26/08/2026 12:45:35 WIB to 29/08/2026 10:41:51 WIB (69h 56m calendar; 63h 22m active-runtime estimate).
Post-change: 23,488 new creators from 66,114 returned rows / 3,347 committed pages; unique 35.5%, duplicate 64.5%; 8,060.2 new/day calendar and 8,897.1 new/day active runtime.
Matched old GMV-All window: 23/08/2026 14:49:19 WIB to 26/08/2026 12:45:35 WIB; 10,034 new creators; unique 33.4%; 3,443.3 calendar new/day and 7,785.9 active-runtime new/day.
Current best observed GMV efficiency by new/page: G1 Low (8.72 new/page). Evidence is early and execution-order-confounded.
Conclusion: SUPPORTED — removing GMV All improved/changed the observed matched-period new/page rate by +5.7% and unique rate by +2.1 pp; rate conclusions retain active-time and ordering limitations below.

============================================================
BEFORE VS AFTER — MATCHED WINDOWS
============================================================
Metric                      Old GMV All       Specific GMV      Change          
--------------------------  ----------------  ----------------  ----------------
Committed successful page…  1,512             3,347             +121.4%         
Marketplace attempts        18,540            28,905            +55.9%          
Rows returned               30,026            66,114            +120.2%         
New unique creators         10,034            23,488            +134.1%         
Unique rate                 33.4%             35.5%             +2.1 pp         
Duplicate rate              66.6%             64.5%             -2.1 pp         
New / page                  6.64              7.02              +5.7%           
New / attempt               0.54              0.81              +50.1%          
New / hour calendar         143.47            335.84            +134.1%         
New / hour active           324.41            370.71            +14.3%          
New / day calendar          3,443.29          8,060.18          +134.1%         
New / day active            7,785.85          8,897.06          +14.3%          
Throttle %                  90.7%             87.7%             -3.1 pp         
Strict 24h before vs first 24h after:
Metric                    24h before        First 24h after     Change          
------------------------  ----------------  ------------------  ----------------
New creators              2,074             7,525               +262.8%         
Unique rate               37.6%             40.3%               +2.8 pp         
New/page                  7.43              7.91                +6.4%           
New/day calendar          2,074.00          7,525.00            +262.8%         
Historical GMV-All baseline (all durable executed GMV-All partitions, not time-matched): 95,544 new from 272,741 rows / 13,851 pages; unique 35.0%, new/page 6.90. It is contextual only, not used as the causal matched comparison.

============================================================
DAILY FETCH RATE (WIB)
============================================================
Date           Active     Pages   Attempt…  Rows     New      Dup      Unique    Dup %     Throttl…  Thr %     New/Page   New/Hr    New/Day  
-------------  ---------  ------  --------  -------  -------  -------  --------  --------  --------  --------  ---------  --------  ---------
2026-08-26*    11h 14m    379     4,292     7,362    3,945    3,417    53.6%     46.4%     3,881     90.4%     10.41      351.31    8,431.56 
2026-08-27     21h 20m    797     9,093     15,701   4,689    11,012   29.9%     70.1%     8,266     90.9%     5.88       219.72    5,273.40 
2026-08-28     20h 4m     1,341   10,027    26,549   8,808    17,741   33.2%     66.8%     8,616     85.9%     6.57       438.85    10,532.4…
2026-08-29*    10h 42m    830     5,493     16,502   6,046    10,456   36.6%     63.4%     4,581     83.4%     7.28       565.19    13,564.4…
* PARTIAL DAY. Rates are normalized to its observed calendar/active span, not presented as a full 24-hour count.
Most recent complete 24h ending 29/08/2026 10:41:51 WIB: 13,268 new; 13,268.0 calendar new/day; 13,932.5 active-runtime new/day.

============================================================
GMV PERFORMANCE — POST CHANGE
============================================================
GMV             Partition…  Pages    Attempts   Rows      New       Dup       Unique %   Dup %     Rows/Pg   New/Pg    New/Attemp…  New share   Attempt s…
--------------  ----------  -------  ---------  --------  --------  --------  ---------  --------  --------  --------  -----------  ----------  ----------  -----------
G1 Low          85          1,697    14,265     33,455    14,790    18,665    44.2%      55.8%     19.71     8.72      1.04         63.0%       49.4%     
G2 Medium       62          1,113    9,156      22,095    7,386     14,709    33.4%      66.6%     19.85     6.64      0.81         31.4%       31.7%     
G3 High         30          499      5,025      9,934     1,308     8,626     13.2%      86.8%     19.91     2.62      0.26         5.6%        17.4%     
G4 Very High    13          38       459        630       4         626       0.6%       99.4%     16.58     0.11      0.01         0.0%        1.6%      

============================================================
FOLLOWER RANGE PERFORMANCE — EXACT OBSERVED RANGES
============================================================
Follower range        Pages    Attempts   Rows      New       Dup       Unique %   Dup %     New/Page   New/Attemp…  Share new 
Perlengkapan Rumah → Home Organizer / 3,750–3,8…  G1 Low          80       27       33.8%      5.40       28/08/2026 16:43:25…
Perlengkapan Rumah → Home Organizer / 3,750–3,8…  G2 Medium       319      33       10.3%      2.06       28/08/2026 19:48:59…

============================================================
GMV ALL VS SPECIFIC GMV
============================================================
Direct comparison uses only GMV-All partitions for the pre-change matched period and specific-GMV partitions after the functional cutover. Exact category + follower matches are listed in the CSV where both forms have executed; follower-bound changes are not treated as exact comparisons.
Defensible lower bound on creators newly exposed after cutover: 23,488 durable first-discovery IDs. Each was absent from the entire Creator database at receipt time; therefore it was absent from any previously committed GMV-All result. This proves incremental discovery but does not measure the complete result-set difference because historical receipts retain full payloads but this safety-focused run did not bulk-export payload JSON.
Comparison classification: exact range equality is used only in the CSV match flag; parent/child or different-bound cases are labeled non-direct. No claim is made that a range-mismatched comparison is causal.

============================================================
SEARCH-ORDER BIAS AND FIRST-DISCOVERY ATTRIBUTION
============================================================
Raw unique rate is inherently database-growth-sensitive: a later search is more likely to return creators already stored by earlier searches. The durable newCreatorOpenIds field records first database introduction at receipt time, so it supports first-discovery attribution but not an order-neutral counterfactual.
Within sufficiently sampled sibling families, the first-executed bucket was G1 in 87.3%, G2 in 12.7%, G3 in 0.0%, G4 in 0.0%. First siblings had 40.9% raw unique versus 27.5% later. Conclusion: MIXED — bucket differences are materially confounded by execution order, especially where G1 ran first.
First-discovery counts by GMV:
GMV                 First discoveries 
------------------  ------------------
G1 Low              14,790            
G2 Medium           7,386             
G3 High             1,308             
G4 Very High        4                 
Top first-discovery categories:
Category                                                 First discoveries 
-------------------------------------------------------  ------------------
Perlengkapan Rumah → Home Organizer                      21,864            
Perlengkapan Rumah → Perlengkapan Rumah Lainnya          822               
Peralatan Dapur → Peralatan Teh & Kopi                   802               
Top first-discovery follower ranges:
Follower range             First discoveries 
-------------------------  ------------------
600–799                    798               
5,000–7,499                792               
800–999                    785               
1,500–1,999                596               
1,875–1,999                585               
3,250–3,499                569               
4,000–4,999                548               
3,000–3,999                547               
2,500–2,624                527               
1,750–1,874                519               
3,000–3,249                517               
2,625–2,749                504               
6,250–7,499                502               
1,000–1,499                494               
1,750–1,999                470               
6,875–7,499                431               
4,250–4,499                429               
3,000–3,499                417               
3,125–3,249                414               
4,000–4,499                409               
3,375–3,499                406               
3,000–3,124                398               
3,250–3,374                385               
6,250–6,874                355               
4,000–4,249                354               
5,000–6,249                352               
2,000–2,999                316               
1,125–1,249                314               
7,500–7,656                312               
4,125–4,249                306               

============================================================
SATURATION AND ADAPTIVE DEPTH
============================================================
Strategy               Executed parts   Observed saturate…  Rate      Avg pages sat.    Avg rows sat.    Avg new sat.   
---------------------  ---------------  ------------------  --------  ----------------  ---------------  ---------------
Historical GMV All     760              581                 76.4%     20.23             400.21           143.25         
Specific GMV post      450              238                 52.9%     20.13             400.00           187.90         
The roughly 399–405-result behavior, when present, is reported as observed Marketplace saturation only; it is not treated as an official TikTok cap.
Type / depth              Pages    Attempts   Rows      New       Dup       Unique %   Dup %     New/Page 
------------------------  -------  ---------  --------  --------  --------  ---------  --------  ---------
V2_SEED / 0               580      5,272      11,400    5,099     6,301     44.7%      55.3%     8.79     
ADAPTIVE_FOLLOWER / 1     693      6,386      13,748    3,482     10,266    25.3%      74.7%     5.02     
ADAPTIVE_FOLLOWER / 2     924      7,906      18,327    6,561     11,766    35.8%      64.2%     7.10     
ADAPTIVE_FOLLOWER / 3     937      6,437      18,492    6,322     12,170    34.2%      65.8%     6.75     
ADAPTIVE_FOLLOWER / 4     40       347        800       400       400       50.0%      50.0%     10.00    
ADAPTIVE_GMV / 4          86       1,783      1,665     802       863       48.2%      51.8%     9.33     
ADAPTIVE_GMV / 5          87       774        1,682     822       860       48.9%      51.1%     9.45     

============================================================
SCHEDULER EFFICIENCY
============================================================
Claim proxy: partitions with post-change execution, grouped by durable scheduler class. Scheduler implementation reserves a 5 HIGH / 1 MEDIUM / 1 EXPLORATION conceptual cadence, with fallback classes when a slot is empty.
Class               Claimed parts     Attempts    New        New/Attempt    New/Page   
------------------  ----------------  ----------  ---------  -------------  -----------
EXPLORATION         35                5,272       5,099      0.97           8.79       
HIGH                120               17,247      14,907     0.86           7.19       
MEDIUM              35                6,386       3,482      0.55           5.02       
Scheduler conclusion: INSUFFICIENT DATA for GMV-bucket reprioritization. Most post-change work is early exploration and the observed bucket mix is strongly time/order-dependent.

============================================================
API / THROTTLE EFFICIENCY
============================================================
Window                Attempts    Success    Throttles   Throttle %   Other error…  Attempts/success   New/attempt 
--------------------  ----------  ---------  ----------  -----------  ------------  -----------------  ------------
Matched old           18,540      1,512      16,825      90.7%        203           12.26              0.54        
Specific-GMV post     28,905      3,347      25,344      87.7%        214           8.64               0.81        
Post-change error classification:
Outcome                         Count       
------------------------------  ------------
HTTP 429                        25,344      
Other error unknown             206         
Other error 36009003            8           
Throttling is measured, not attributed: these records do not prove that request frequency caused a throttle.

============================================================
CURRENT DATABASE STATE AND QUEUE STATE
============================================================
Creator DB size at strategy change: 124,887; current total: 148,558; net growth: 23,671. Valid Creator Open IDs: 148,021; created since functional strategy change: 23,671; historical snapshot appearances: 394,156.
Crawler: state RUNNING; stage SAVING_SHEET; discovery-worker heartbeat current: YES; last page 29/08/2026 10:41:51 WIB.
Current active partition: Perlengkapan Rumah → Home Organizer / 7,500–8,749 / G1 Low / page 8.
Specific-GMV partitions: 22,244 total; 21,765 base seeds queued; 164 adaptive follower descendants; 177 low-value/effectively-dead branches.
GMV              Total      Queued     Active/starting   Complete    Terminal/deep    Other    
---------------  ---------  ---------  ----------------  ----------  ---------------  ---------
G1 Low           5,606      5,456      1                 81          68               0        
G2 Medium        5,574      5,447      0                 107         20               0        
G3 High          5,544      5,449      0                 88          7                0        
G4 Very High     5,520      5,442      0                 78          0                0        

============================================================
FULL EXACT COMBINATION TABLE
============================================================
Every persisted post-change combination with committed execution is listed below and in C:\Data\TikTok Outreach\reports\creator-fetch-gmv-combinations-20260829.csv. Sorted by Category, follower min/max, GMV. 190 combinations are included.
Category | Followers | GMV | Pages | Attempts | Rows | New | Duplicates | Duplicate % | Unique % | New/Page | First Run WIB | Last Run WIB
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
Peralatan Dapur → Peralatan Teh & Kopi | 2,500–2,624 | G1 Low | 20 | 505 | 400 | 363 | 37 | 9.25% | 90.75% | 18.1500 | 26/08/2026 12:46:48 WIB | 26/08/2026 13:29:58 WIB
Peralatan Dapur → Peralatan Teh & Kopi | 2,500–2,624 | G2 Medium | 17 | 287 | 337 | 47 | 290 | 86.05% | 13.95% | 2.7647 | 26/08/2026 14:15:33 WIB | 26/08/2026 14:43:11 WIB
Peralatan Dapur → Peralatan Teh & Kopi | 2,500–2,624 | G3 High | 5 | 5 | 100 | 3 | 97 | 97.00% | 3.00% | 0.6000 | 26/08/2026 13:30:26 WIB | 26/08/2026 13:32:21 WIB
Peralatan Dapur → Peralatan Teh & Kopi | 2,500–2,624 | G4 Very High | 1 | 6 | 4 | 0 | 4 | 100.00% | 0.00% | 0.0000 | 26/08/2026 14:49:19 WIB | 26/08/2026 14:49:19 WIB
Peralatan Dapur → Peralatan Teh & Kopi | 2,625–2,749 | G1 Low | 20 | 434 | 400 | 350 | 50 | 12.50% | 87.50% | 17.5000 | 26/08/2026 15:31:31 WIB | 26/08/2026 16:11:17 WIB
Peralatan Dapur → Peralatan Teh & Kopi | 2,625–2,749 | G2 Medium | 16 | 342 | 302 | 37 | 265 | 87.75% | 12.25% | 2.3125 | 26/08/2026 17:53:07 WIB | 26/08/2026 18:35:54 WIB
Peralatan Dapur → Peralatan Teh & Kopi | 2,625–2,749 | G3 High | 6 | 187 | 120 | 2 | 118 | 98.33% | 1.67% | 0.3333 | 26/08/2026 16:12:19 WIB | 26/08/2026 16:27:07 WIB
Peralatan Dapur → Peralatan Teh & Kopi | 2,625–2,749 | G4 Very High | 1 | 17 | 2 | 0 | 2 | 100.00% | 0.00% | 0.0000 | 26/08/2026 19:12:02 WIB | 26/08/2026 19:12:02 WIB
Perlengkapan Rumah → Home Organizer | 600–799 | G1 Low | 21 | 419 | 401 | 400 | 1 | 0.25% | 99.75% | 19.0476 | 26/08/2026 13:35:00 WIB | 26/08/2026 14:14:39 WIB
Perlengkapan Rumah → Home Organizer | 600–799 | G2 Medium | 20 | 189 | 399 | 354 | 45 | 11.28% | 88.72% | 17.7000 | 26/08/2026 15:02:37 WIB | 26/08/2026 15:24:55 WIB
Perlengkapan Rumah → Home Organizer | 600–799 | G3 High | 20 | 348 | 400 | 44 | 356 | 89.00% | 11.00% | 2.2000 | 26/08/2026 16:31:12 WIB | 26/08/2026 17:12:20 WIB
Perlengkapan Rumah → Home Organizer | 600–799 | G4 Very High | 1 | 2 | 6 | 0 | 6 | 100.00% | 0.00% | 0.0000 | 26/08/2026 19:47:12 WIB | 26/08/2026 19:47:12 WIB
Perlengkapan Rumah → Home Organizer | 800–999 | G1 Low | 21 | 130 | 403 | 399 | 4 | 0.99% | 99.01% | 19.0000 | 26/08/2026 19:50:44 WIB | 26/08/2026 20:17:44 WIB
Perlengkapan Rumah → Home Organizer | 800–999 | G2 Medium | 20 | 75 | 399 | 364 | 35 | 8.77% | 91.23% | 18.2000 | 26/08/2026 20:19:07 WIB | 26/08/2026 20:40:02 WIB
Perlengkapan Rumah → Home Organizer | 800–999 | G3 High | 20 | 65 | 400 | 21 | 379 | 94.75% | 5.25% | 1.0500 | 26/08/2026 20:40:56 WIB | 26/08/2026 21:01:08 WIB
Perlengkapan Rumah → Home Organizer | 800–999 | G4 Very High | 1 | 11 | 17 | 1 | 16 | 94.12% | 5.88% | 1.0000 | 26/08/2026 21:02:49 WIB | 26/08/2026 21:02:49 WIB
Perlengkapan Rumah → Home Organizer | 1,000–1,124 | G1 Low | 21 | 65 | 402 | 179 | 223 | 55.47% | 44.53% | 8.5238 | 27/08/2026 00:45:39 WIB | 27/08/2026 00:59:07 WIB
Perlengkapan Rumah → Home Organizer | 1,000–1,124 | G2 Medium | 20 | 71 | 399 | 93 | 306 | 76.69% | 23.31% | 4.6500 | 27/08/2026 03:13:12 WIB | 27/08/2026 03:36:46 WIB
Perlengkapan Rumah → Home Organizer | 1,000–1,249 | G1 Low | 21 | 72 | 404 | 108 | 296 | 73.27% | 26.73% | 5.1429 | 26/08/2026 22:35:43 WIB | 26/08/2026 23:22:44 WIB
Perlengkapan Rumah → Home Organizer | 1,000–1,249 | G2 Medium | 20 | 123 | 400 | 79 | 321 | 80.25% | 19.75% | 3.9500 | 27/08/2026 00:59:51 WIB | 27/08/2026 01:19:54 WIB
Perlengkapan Rumah → Home Organizer | 1,000–1,249 | G3 High | 20 | 150 | 400 | 27 | 373 | 93.25% | 6.75% | 1.3500 | 27/08/2026 04:42:59 WIB | 27/08/2026 05:02:08 WIB
Perlengkapan Rumah → Home Organizer | 1,000–1,499 | G1 Low | 21 | 94 | 405 | 292 | 113 | 27.90% | 72.10% | 13.9048 | 26/08/2026 21:03:53 WIB | 26/08/2026 21:40:10 WIB
Perlengkapan Rumah → Home Organizer | 1,000–1,499 | G2 Medium | 20 | 223 | 400 | 179 | 221 | 55.25% | 44.75% | 8.9500 | 26/08/2026 23:24:29 WIB | 27/08/2026 00:00:35 WIB
Perlengkapan Rumah → Home Organizer | 1,000–1,499 | G3 High | 20 | 157 | 400 | 22 | 378 | 94.50% | 5.50% | 1.1000 | 27/08/2026 02:11:59 WIB | 27/08/2026 02:34:23 WIB
Perlengkapan Rumah → Home Organizer | 1,000–1,499 | G4 Very High | 3 | 7 | 44 | 1 | 43 | 97.73% | 2.27% | 0.3333 | 27/08/2026 05:02:43 WIB | 27/08/2026 05:03:55 WIB
Perlengkapan Rumah → Home Organizer | 1,125–1,249 | G1 Low | 21 | 269 | 403 | 212 | 191 | 47.39% | 52.61% | 10.0952 | 27/08/2026 01:25:45 WIB | 27/08/2026 01:51:54 WIB
Perlengkapan Rumah → Home Organizer | 1,125–1,249 | G2 Medium | 20 | 326 | 400 | 102 | 298 | 74.50% | 25.50% | 5.1000 | 27/08/2026 04:14:28 WIB | 27/08/2026 04:42:30 WIB
Perlengkapan Rumah → Home Organizer | 1,250–1,374 | G1 Low | 21 | 201 | 401 | 135 | 266 | 66.33% | 33.67% | 6.4286 | 27/08/2026 00:01:20 WIB | 27/08/2026 00:28:27 WIB
Perlengkapan Rumah → Home Organizer | 1,250–1,374 | G2 Medium | 20 | 117 | 400 | 63 | 337 | 84.25% | 15.75% | 3.1500 | 27/08/2026 02:34:53 WIB | 27/08/2026 02:51:14 WIB
Perlengkapan Rumah → Home Organizer | 1,250–1,499 | G1 Low | 21 | 107 | 401 | 168 | 233 | 58.10% | 41.90% | 8.0000 | 26/08/2026 21:47:28 WIB | 26/08/2026 22:34:03 WIB
Perlengkapan Rumah → Home Organizer | 1,250–1,499 | G2 Medium | 20 | 150 | 400 | 94 | 306 | 76.50% | 23.50% | 4.7000 | 27/08/2026 01:52:29 WIB | 27/08/2026 02:11:17 WIB
Perlengkapan Rumah → Home Organizer | 1,250–1,499 | G3 High | 20 | 152 | 400 | 28 | 372 | 93.00% | 7.00% | 1.4000 | 27/08/2026 03:37:23 WIB | 27/08/2026 03:59:57 WIB
Perlengkapan Rumah → Home Organizer | 1,375–1,499 | G1 Low | 20 | 105 | 400 | 157 | 243 | 60.75% | 39.25% | 7.8500 | 27/08/2026 00:29:00 WIB | 27/08/2026 00:44:58 WIB
Perlengkapan Rumah → Home Organizer | 1,375–1,499 | G2 Medium | 20 | 86 | 400 | 91 | 309 | 77.25% | 22.75% | 4.5500 | 27/08/2026 02:51:45 WIB | 27/08/2026 03:12:41 WIB
Perlengkapan Rumah → Home Organizer | 1,500–1,624 | G1 Low | 20 | 99 | 399 | 124 | 275 | 68.92% | 31.08% | 6.2000 | 27/08/2026 06:57:34 WIB | 27/08/2026 07:13:52 WIB
Perlengkapan Rumah → Home Organizer | 1,500–1,749 | G1 Low | 20 | 320 | 400 | 107 | 293 | 73.25% | 26.75% | 5.3500 | 27/08/2026 05:37:10 WIB | 27/08/2026 06:07:59 WIB
Perlengkapan Rumah → Home Organizer | 1,500–1,749 | G2 Medium | 20 | 194 | 400 | 37 | 363 | 90.75% | 9.25% | 1.8500 | 27/08/2026 08:04:28 WIB | 27/08/2026 08:25:57 WIB
Perlengkapan Rumah → Home Organizer | 1,500–1,749 | G3 High | 20 | 420 | 400 | 27 | 373 | 93.25% | 6.75% | 1.3500 | 27/08/2026 11:35:24 WIB | 27/08/2026 12:12:53 WIB
Perlengkapan Rumah → Home Organizer | 1,500–1,999 | G1 Low | 21 | 313 | 401 | 322 | 79 | 19.70% | 80.30% | 15.3333 | 27/08/2026 05:04:39 WIB | 27/08/2026 05:36:20 WIB
Perlengkapan Rumah → Home Organizer | 1,500–1,999 | G2 Medium | 20 | 133 | 400 | 241 | 159 | 39.75% | 60.25% | 12.0500 | 27/08/2026 07:14:26 WIB | 27/08/2026 07:34:23 WIB
Perlengkapan Rumah → Home Organizer | 1,500–1,999 | G3 High | 20 | 379 | 400 | 32 | 368 | 92.00% | 8.00% | 1.6000 | 27/08/2026 10:47:32 WIB | 27/08/2026 11:21:22 WIB
Perlengkapan Rumah → Home Organizer | 1,500–1,999 | G4 Very High | 3 | 178 | 51 | 1 | 50 | 98.04% | 1.96% | 0.3333 | 27/08/2026 11:22:23 WIB | 27/08/2026 11:34:38 WIB
Perlengkapan Rumah → Home Organizer | 1,625–1,749 | G1 Low | 20 | 277 | 400 | 143 | 257 | 64.25% | 35.75% | 7.1500 | 27/08/2026 07:35:04 WIB | 27/08/2026 08:02:36 WIB
Perlengkapan Rumah → Home Organizer | 1,750–1,874 | G1 Low | 21 | 82 | 401 | 192 | 209 | 52.12% | 47.88% | 9.1429 | 27/08/2026 06:27:45 WIB | 27/08/2026 06:42:14 WIB
Perlengkapan Rumah → Home Organizer | 1,750–1,874 | G2 Medium | 20 | 563 | 400 | 175 | 225 | 56.25% | 43.75% | 8.7500 | 27/08/2026 09:17:58 WIB | 27/08/2026 10:05:59 WIB
Perlengkapan Rumah → Home Organizer | 1,750–1,874 | G3 High | 20 | 298 | 400 | 152 | 248 | 62.00% | 38.00% | 7.6000 | 27/08/2026 12:46:13 WIB | 27/08/2026 13:16:25 WIB
Perlengkapan Rumah → Home Organizer | 1,750–1,999 | G1 Low | 21 | 123 | 401 | 216 | 185 | 46.13% | 53.87% | 10.2857 | 27/08/2026 06:08:31 WIB | 27/08/2026 06:27:13 WIB
Perlengkapan Rumah → Home Organizer | 1,750–1,999 | G2 Medium | 20 | 598 | 400 | 212 | 188 | 47.00% | 53.00% | 10.6000 | 27/08/2026 08:27:31 WIB | 27/08/2026 09:17:25 WIB
Perlengkapan Rumah → Home Organizer | 1,750–1,999 | G3 High | 20 | 340 | 400 | 42 | 358 | 89.50% | 10.50% | 2.1000 | 27/08/2026 12:14:12 WIB | 27/08/2026 12:45:38 WIB
Perlengkapan Rumah → Home Organizer | 1,875–1,999 | G1 Low | 20 | 81 | 400 | 207 | 193 | 48.25% | 51.75% | 10.3500 | 27/08/2026 06:42:58 WIB | 27/08/2026 06:57:01 WIB
Perlengkapan Rumah → Home Organizer | 1,875–1,999 | G2 Medium | 20 | 453 | 400 | 214 | 186 | 46.50% | 53.50% | 10.7000 | 27/08/2026 10:06:36 WIB | 27/08/2026 10:46:18 WIB
Perlengkapan Rumah → Home Organizer | 1,875–1,999 | G3 High | 19 | 393 | 373 | 164 | 209 | 56.03% | 43.97% | 8.6316 | 27/08/2026 13:17:19 WIB | 27/08/2026 14:22:09 WIB
Perlengkapan Rumah → Home Organizer | 2,000–2,124 | G1 Low | 21 | 172 | 401 | 117 | 284 | 70.82% | 29.18% | 5.5714 | 28/08/2026 04:17:54 WIB | 28/08/2026 04:39:48 WIB
Perlengkapan Rumah → Home Organizer | 2,000–2,249 | G1 Low | 21 | 331 | 402 | 142 | 260 | 64.68% | 35.32% | 6.7619 | 28/08/2026 03:18:57 WIB | 28/08/2026 03:51:06 WIB
Perlengkapan Rumah → Home Organizer | 2,000–2,499 | G1 Low | 21 | 202 | 401 | 75 | 326 | 81.30% | 18.70% | 3.5714 | 27/08/2026 16:46:09 WIB | 27/08/2026 17:21:47 WIB
Perlengkapan Rumah → Home Organizer | 2,000–2,499 | G2 Medium | 20 | 117 | 400 | 28 | 372 | 93.00% | 7.00% | 1.4000 | 27/08/2026 19:14:33 WIB | 27/08/2026 19:44:03 WIB
Perlengkapan Rumah → Home Organizer | 2,000–2,499 | G3 High | 20 | 319 | 399 | 27 | 372 | 93.23% | 6.77% | 1.3500 | 28/08/2026 07:02:37 WIB | 28/08/2026 07:32:18 WIB
Perlengkapan Rumah → Home Organizer | 2,000–2,999 | G1 Low | 21 | 201 | 402 | 240 | 162 | 40.30% | 59.70% | 11.4286 | 27/08/2026 14:23:17 WIB | 27/08/2026 14:52:37 WIB
Perlengkapan Rumah → Home Organizer | 2,000–2,999 | G2 Medium | 20 | 196 | 400 | 55 | 345 | 86.25% | 13.75% | 2.7500 | 27/08/2026 16:04:55 WIB | 27/08/2026 16:40:25 WIB
Perlengkapan Rumah → Home Organizer | 2,000–2,999 | G3 High | 20 | 229 | 399 | 20 | 379 | 94.99% | 5.01% | 1.0000 | 28/08/2026 02:53:02 WIB | 28/08/2026 03:18:22 WIB
Perlengkapan Rumah → Home Organizer | 2,000–2,999 | G4 Very High | 6 | 187 | 106 | 1 | 105 | 99.06% | 0.94% | 0.1667 | 28/08/2026 05:57:13 WIB | 28/08/2026 06:01:43 WIB
Perlengkapan Rumah → Home Organizer | 2,125–2,249 | G1 Low | 21 | 118 | 401 | 116 | 285 | 71.07% | 28.93% | 5.5238 | 28/08/2026 04:51:23 WIB | 28/08/2026 05:11:21 WIB
Perlengkapan Rumah → Home Organizer | 2,250–2,374 | G1 Low | 20 | 362 | 400 | 99 | 301 | 75.25% | 24.75% | 4.9500 | 28/08/2026 05:12:13 WIB | 28/08/2026 05:46:23 WIB
Perlengkapan Rumah → Home Organizer | 2,250–2,499 | G1 Low | 20 | 228 | 400 | 126 | 274 | 68.50% | 31.50% | 6.3000 | 28/08/2026 03:52:55 WIB | 28/08/2026 04:17:20 WIB
Perlengkapan Rumah → Home Organizer | 2,375–2,499 | G1 Low | 20 | 197 | 400 | 111 | 289 | 72.25% | 27.75% | 5.5500 | 28/08/2026 06:02:23 WIB | 28/08/2026 06:25:04 WIB
Perlengkapan Rumah → Home Organizer | 2,500–2,624 | G1 Low | 20 | 157 | 400 | 114 | 286 | 71.50% | 28.50% | 5.7000 | 28/08/2026 06:31:13 WIB | 28/08/2026 06:45:47 WIB
Perlengkapan Rumah → Home Organizer | 2,500–2,749 | G1 Low | 20 | 271 | 400 | 58 | 342 | 85.50% | 14.50% | 2.9000 | 27/08/2026 17:26:30 WIB | 27/08/2026 18:17:23 WIB
Perlengkapan Rumah → Home Organizer | 2,500–2,749 | G2 Medium | 20 | 380 | 400 | 37 | 363 | 90.75% | 9.25% | 1.8500 | 28/08/2026 09:08:04 WIB | 28/08/2026 09:43:18 WIB
Perlengkapan Rumah → Home Organizer | 2,500–2,999 | G1 Low | 21 | 463 | 401 | 85 | 316 | 78.80% | 21.20% | 4.0476 | 27/08/2026 14:53:07 WIB | 27/08/2026 16:03:54 WIB
Perlengkapan Rumah → Home Organizer | 2,500–2,999 | G2 Medium | 20 | 272 | 400 | 62 | 338 | 84.50% | 15.50% | 3.1000 | 28/08/2026 07:32:59 WIB | 28/08/2026 08:00:26 WIB
Perlengkapan Rumah → Home Organizer | 2,500–2,999 | G3 High | 20 | 21 | 400 | 21 | 379 | 94.75% | 5.25% | 1.0500 | 28/08/2026 04:40:26 WIB | 28/08/2026 04:50:40 WIB
Perlengkapan Rumah → Home Organizer | 2,625–2,749 | G1 Low | 21 | 82 | 401 | 115 | 286 | 71.32% | 28.68% | 5.4762 | 28/08/2026 06:46:21 WIB | 28/08/2026 07:02:03 WIB
Perlengkapan Rumah → Home Organizer | 2,750–2,874 | G1 Low | 21 | 159 | 401 | 91 | 310 | 77.31% | 22.69% | 4.3333 | 27/08/2026 19:45:30 WIB | 27/08/2026 20:24:50 WIB
Perlengkapan Rumah → Home Organizer | 2,750–2,999 | G1 Low | 21 | 160 | 401 | 74 | 327 | 81.55% | 18.45% | 3.5238 | 27/08/2026 18:24:01 WIB | 27/08/2026 19:13:03 WIB
Perlengkapan Rumah → Home Organizer | 2,750–2,999 | G2 Medium | 20 | 347 | 400 | 32 | 368 | 92.00% | 8.00% | 1.6000 | 28/08/2026 08:01:30 WIB | 28/08/2026 08:34:48 WIB
Perlengkapan Rumah → Home Organizer | 2,875–2,999 | G1 Low | 20 | 96 | 400 | 83 | 317 | 79.25% | 20.75% | 4.1500 | 27/08/2026 20:26:30 WIB | 27/08/2026 21:26:44 WIB
